City/Town,Ward,Pct,"No Nomination",Write-Ins,Blanks,"Total Votes Cast"
"E. Montpelier",,,-,0,75,75
Eden,,,-,6,24,30
Elmore,,,-,2,27,29
Enosburgh,,,-,14,67,81
Essex,-,"Chittenden 8-1",-,6,172,178
Essex,-,"Chittenden 8-2",-,9,208,217
Essex,-,"Chittenden 8-3",-,5,47,52
"Fair Haven",,,-,7,118,125
Fairfax,,,-,0,158,158
Fairfield,,,-,5,36,41
Fairlee,,,-,1,22,23
Fayston,,,-,0,20,20
Ferrisburgh,,,-,2,82,84
Fletcher,,,-,1,18,19
Franklin,,,-,5,47,52
Georgia,,,-,8,111,119
Glover,,,-,6,40,46
Goshen,,,-,2,13,15
Grafton,,,-,1,16,17
Granby,,,-,0,15,15
"Grand Isle",,,-,24,86,110
Granville,,,-,2,6,8
Greensboro,,,-,0,20,20
Groton,,,-,4,60,64
Guildhall,,,-,0,47,47
Guilford,,,-,5,25,30
Halifax,,,-,0,27,27
Hancock,,,-,1,4,5
Hardwick,,,-,2,39,41
Hartford,-,"Windsor 4-1",-,2,29,31
Hartford,-,"Windsor 4-2",-,0,87,87
Hartland,,,-,2,50,52
Highgate,,,-,20,67,87
Hinesburg,-,"Chittenden 4-1",-,0,0,0
Hinesburg,-,"Chittenden 4-2",-,2,66,68
Holland,,,-,3,34,37
Hubbardton,,,-,1,26,27
Huntington,,,-,0,30,30
"Hyde Park",,,-,10,63,73
Ira,,,-,2,7,9
Irasburg,,,-,13,48,61
"Isle La Motte",,,-,3,22,25
Jamaica,,,-,0,6,6
Jay,,,-,7,18,25
Jericho,,,-,5,137,142
Johnson,,,-,4,35,39
Killington,,,-,0,33,33
Kirby,,,-,0,17,17
Landgrove,,,-,1,8,9
Leicester,,,-,1,23,24
Lemington,,,-,1,13,14
Lincoln,,,-,2,43,45
Londonderry,,,-,2,23,25
Lowell,,,-,3,33,36
Ludlow,,,-,0,43,43
Lunenburg,,,-,30,80,110
Lyndon,,,-,5,127,132
Maidstone,,,-,13,13,26
Manchester,,,-,1,136,137
Marlboro,,,-,3,5,8
Marshfield,,,-,5,25,30
Mendon,,,-,2,48,50
Middlebury,,,-,5,96,101
Middlesex,,,-,7,35,42
"Middletown Springs",,,-,0,51,51
Milton,-,"Chittenden 10",-,8,267,275
Milton,-,"Grand Isle-Chittenden",-,0,59,59
Monkton,,,-,2,56,58
Montgomery,,,-,2,33,35
Montpelier,,,-,12,145,157
Moretown,,,-,2,42,44
Morgan,,,-,2,83,85
Morristown,,,-,12,93,105
"Mount Holly",,,-,0,40,40
"Mount Tabor",,,-,0,12,12
"New Haven",,,-,4,49,53
Newark,,,-,5,60,65
Newbury,,,-,0,51,51
Newfane,,,-,2,21,23
"Newport City",,,-,29,316,345
"Newport Town",,,-,5,87,92
"N. Hero",,,-,9,60,69
Northfield,,,-,6,109,115
Norton,,,-,9,23,32
Norwich,,,-,0,26,26
Orange,,,-,4,44,48
Orwell,,,-,7,42,49
Panton,,,-,2,23,25
Pawlet,,,-,4,131,135
Peacham,,,-,0,29,29
Peru,,,-,0,13,13
Pittsfield,,,-,0,15,15
Pittsford,,,-,6,73,79
Plainfield,,,-,2,18,20
Plymouth,,,-,6,15,21
Pomfret,,,-,2,31,33
Poultney,,,-,0,66,66
Pownal,,,-,1,43,44
Proctor,,,-,2,13,15
Putney,,,-,2,16,18
Randolph,,,-,9,122,131
Reading,,,-,0,17,17
Readsboro,,,-,0,12,12
Richford,,,-,1,33,34
Richmond,,,-,3,110,113
Ripton,,,-,1,10,11
Rochester,,,-,2,31,33
Rockingham,,,-,5,44,49
Roxbury,,,-,1,33,34
Royalton,,,-,1,34,35
Rupert,,,-,1,55,56
"Rutland City",-,"Rutland 5-1",-,7,103,110
"Rutland City",-,"Rutland 5-2",-,11,89,100
"Rutland City",-,"Rutland 5-3",-,1,39,40
"Rutland City",-,"Rutland 5-4",-,5,67,72
"Rutland Town",,,-,6,165,171
Ryegate,,,-,3,75,78
Salisbury,,,-,0,17,17
Sandgate,,,-,0,11,11
Searsburg,,,-,0,7,7
Shaftsbury,,,-,3,46,49
Sharon,,,-,3,28,31
Sheffield,,,-,4,13,17
Shelburne,-,"Chittenden 5-1",-,2,124,126
Shelburne,-,"Chittenden 5-2",-,7,84,91
Sheldon,,,-,10,29,39
Shoreham,,,-,2,56,58
Shrewsbury,,,-,6,39,45
"S. Burlington",-,"Chittenden 7-1",-,6,74,80
"S. Burlington",-,"Chittenden 7-2",-,8,76,84
"S. Burlington",-,"Chittenden 7-3",-,6,50,56
"S. Burlington",-,"Chittenden 7-4",-,6,103,109
"S. Hero",,,-,8,58,66
Springfield,-,"Windsor 3-1",-,0,10,10
Springfield,-,"Windsor 3-2",-,5,104,109
"St. Albans City",,,-,31,130,161
"St. Albans Town",-,"Franklin 3-1",-,17,79,96
"St. Albans Town",-,"Franklin 3-2",-,22,148,170
"St. George",,,-,1,6,7
"St. Johnsbury",,,-,49,418,467
Stamford,,,-,0,3,3
Stannard,,,-,2,3,5
Starksboro,,,-,2,28,30
Stockbridge,,,-,2,15,17
Stowe,,,-,3,36,39
Strafford,,,-,1,20,21
Stratton,,,-,0,6,6
Sudbury,,,-,0,10,10
Sunderland,-,"Bennington 3",-,0,3,3
Sunderland,-,"Bennington 4",-,0,12,12
Sutton,,,-,7,23,30
Swanton,,,-,14,123,137
Thetford,,,-,3,47,50
Tinmouth,-,"Rutland 2",-,0,0,0
Tinmouth,-,Rutland-Bennington,-,0,14,14
Topsham,,,-,0,23,23
Townshend,,,-,2,10,12
Troy,-,"Orleans 2",-,1,8,9
Troy,-,Orleans-Lamoille,-,10,39,49
Tunbridge,,,-,4,44,48
Underhill,,,-,0,100,100
Vergennes,,,-,3,62,65
Vernon,,,-,6,47,53
Vershire,,,-,1,9,10
Victory,,,-,4,12,16
Waitsfield,,,-,0,70,70
Walden,,,-,3,19,22
Wallingford,,,-,0,34,34
Waltham,,,-,0,14,14
Wardsboro,,,-,0,6,6
Warren,,,-,4,25,29
Washington,,,-,2,57,59
Waterbury,,,-,5,72,77
Waterford,,,-,5,135,140
Waterville,,,-,1,8,9
Weathersfield,,,-,3,248,251
Wells,,,-,0,69,69
"W. Fairlee",,,-,2,11,13
"W. Haven",,,-,5,39,44
"W. Rutland",,,-,3,50,53
"W. Windsor",,,-,5,30,35
Westfield,,,-,3,23,26
Westford,,,-,2,52,54
Westminster,-,"Windham 3",-,0,3,3
Westminster,-,"Windham 4",-,6,61,67
Westmore,,,-,0,31,31
Weston,,,-,2,17,19
Weybridge,,,-,0,32,32
Wheelock,,,-,2,27,29
Whiting,,,-,1,14,15
Whitingham,-,"Windham 6",-,1,15,16
Whitingham,-,Windham-Bennington,-,0,0,0
Williamstown,,,-,11,63,74
Williston,,,-,8,175,183
Wilmington,,,-,0,29,29
Windham,,,-,0,1,1
Windsor,,,-,4,32,36
Winhall,,,-,1,19,20
Winooski,,,-,4,60,64
Wolcott,,,-,4,32,36
Woodbury,,,-,4,36,40
Woodford,,,-,0,2,2
Woodstock,,,-,3,73,76
Worcester,,,-,0,27,27
TOTALS,,,-,"1,189","15,842","17,031"
