"","Year","Office","Election Type","District","City/Town","Precinct","Candidate","Party","Votes"
"189709","2016","Auditor","Primary","","Randolph","","Doug Hoffer","Democratic","418"
"189710","2016","Auditor","Primary","","Reading","","Doug Hoffer","Democratic","87"
"189711","2016","Auditor","Primary","","Readsboro","","Doug Hoffer","Democratic","40"
"189712","2016","Auditor","Primary","","Richford","","Doug Hoffer","Democratic","104"
"189713","2016","Auditor","Primary","","Richmond","","Doug Hoffer","Democratic","707"
"189714","2016","Auditor","Primary","","Ripton","","Doug Hoffer","Democratic","100"
"189715","2016","Auditor","Primary","","Rochester","","Doug Hoffer","Democratic","155"
"189716","2016","Auditor","Primary","","Rockingham","","Doug Hoffer","Democratic","444"
"189717","2016","Auditor","Primary","","Roxbury","","Doug Hoffer","Democratic","64"
"189718","2016","Auditor","Primary","","Royalton","","Doug Hoffer","Democratic","239"
"189719","2016","Auditor","Primary","","Rupert","","Doug Hoffer","Democratic","81"
"189720","2016","Auditor","Primary","","Rutland City","Rutland 5-1","Doug Hoffer","Democratic","274"
"189721","2016","Auditor","Primary","","Rutland City","Rutland 5-2","Doug Hoffer","Democratic","205"
"189722","2016","Auditor","Primary","","Rutland City","Rutland 5-3","Doug Hoffer","Democratic","109"
"189723","2016","Auditor","Primary","","Rutland City","Rutland 5-4","Doug Hoffer","Democratic","189"
"189724","2016","Auditor","Primary","","Rutland Town","","Doug Hoffer","Democratic","268"
"189725","2016","Auditor","Primary","","Ryegate","","Doug Hoffer","Democratic","89"
"189726","2016","Auditor","Primary","","Salisbury","","Doug Hoffer","Democratic","102"
"189727","2016","Auditor","Primary","","Sandgate","","Doug Hoffer","Democratic","41"
"189728","2016","Auditor","Primary","","Searsburg","","Doug Hoffer","Democratic","3"
"189729","2016","Auditor","Primary","","Shaftsbury","","Doug Hoffer","Democratic","214"
"189730","2016","Auditor","Primary","","Sharon","","Doug Hoffer","Democratic","184"
"189731","2016","Auditor","Primary","","Sheffield","","Doug Hoffer","Democratic","38"
"189732","2016","Auditor","Primary","","Shelburne","Chittenden 5-1","Doug Hoffer","Democratic","742"
"189733","2016","Auditor","Primary","","Shelburne","Chittenden 5-2","Doug Hoffer","Democratic","422"
"189734","2016","Auditor","Primary","","Sheldon","","Doug Hoffer","Democratic","79"
"189735","2016","Auditor","Primary","","Shoreham","","Doug Hoffer","Democratic","117"
"189736","2016","Auditor","Primary","","Shrewsbury","","Doug Hoffer","Democratic","124"
"189737","2016","Auditor","Primary","","S. Burlington","Chittenden 7-1","Doug Hoffer","Democratic","663"
"189738","2016","Auditor","Primary","","S. Burlington","Chittenden 7-2","Doug Hoffer","Democratic","624"
"189739","2016","Auditor","Primary","","S. Burlington","Chittenden 7-3","Doug Hoffer","Democratic","551"
"189740","2016","Auditor","Primary","","S. Burlington","Chittenden 7-4","Doug Hoffer","Democratic","518"
"189741","2016","Auditor","Primary","","S. Hero","","Doug Hoffer","Democratic","390"
"189742","2016","Auditor","Primary","","Springfield","Windsor 3-1","Doug Hoffer","Democratic","29"
"189743","2016","Auditor","Primary","","Springfield","Windsor 3-2","Doug Hoffer","Democratic","657"
"189744","2016","Auditor","Primary","","St. Albans City","","Doug Hoffer","Democratic","394"
"189745","2016","Auditor","Primary","","St. Albans Town","Franklin 3-1","Doug Hoffer","Democratic","120"
"189746","2016","Auditor","Primary","","St. Albans Town","Franklin 3-2","Doug Hoffer","Democratic","258"
"189747","2016","Auditor","Primary","","St. George","","Doug Hoffer","Democratic","54"
"189748","2016","Auditor","Primary","","St. Johnsbury","","Doug Hoffer","Democratic","403"
"189749","2016","Auditor","Primary","","Stamford","","Doug Hoffer","Democratic","39"
"189750","2016","Auditor","Primary","","Stannard","","Doug Hoffer","Democratic","26"
"189751","2016","Auditor","Primary","","Starksboro","","Doug Hoffer","Democratic","234"
"189752","2016","Auditor","Primary","","Stockbridge","","Doug Hoffer","Democratic","71"
"189753","2016","Auditor","Primary","","Stowe","","Doug Hoffer","Democratic","480"
"189754","2016","Auditor","Primary","","Strafford","","Doug Hoffer","Democratic","223"
"189755","2016","Auditor","Primary","","Stratton","","Doug Hoffer","Democratic","9"
"189756","2016","Auditor","Primary","","Sudbury","","Doug Hoffer","Democratic","49"
"189757","2016","Auditor","Primary","","Sunderland","Bennington 3","Doug Hoffer","Democratic","16"
"189758","2016","Auditor","Primary","","Sunderland","Bennington 4","Doug Hoffer","Democratic","43"
"189759","2016","Auditor","Primary","","Sutton","","Doug Hoffer","Democratic","48"
"189760","2016","Auditor","Primary","","Swanton","","Doug Hoffer","Democratic","304"
"189761","2016","Auditor","Primary","","Thetford","","Doug Hoffer","Democratic","474"
"189762","2016","Auditor","Primary","","Tinmouth","Rutland 2","Doug Hoffer","Democratic","13"
"189763","2016","Auditor","Primary","","Tinmouth","Rutland-Bennington","Doug Hoffer","Democratic","51"
"189764","2016","Auditor","Primary","","Topsham","","Doug Hoffer","Democratic","58"
"189765","2016","Auditor","Primary","","Townshend","","Doug Hoffer","Democratic","118"
"189766","2016","Auditor","Primary","","Troy","Orleans 2","Doug Hoffer","Democratic","15"
"189767","2016","Auditor","Primary","","Troy","Orleans-Lamoille","Doug Hoffer","Democratic","78"
"189768","2016","Auditor","Primary","","Tunbridge","","Doug Hoffer","Democratic","135"
"189769","2016","Auditor","Primary","","Underhill","","Doug Hoffer","Democratic","429"
"189770","2016","Auditor","Primary","","Vergennes","","Doug Hoffer","Democratic","223"
"189771","2016","Auditor","Primary","","Vernon","","Doug Hoffer","Democratic","144"
"189772","2016","Auditor","Primary","","Vershire","","Doug Hoffer","Democratic","72"
"189773","2016","Auditor","Primary","","Victory","","Doug Hoffer","Democratic","7"
"189774","2016","Auditor","Primary","","Waitsfield","","Doug Hoffer","Democratic","263"
"189775","2016","Auditor","Primary","","Walden","","Doug Hoffer","Democratic","86"
"189776","2016","Auditor","Primary","","Wallingford","","Doug Hoffer","Democratic","150"
"189777","2016","Auditor","Primary","","Waltham","","Doug Hoffer","Democratic","61"
"189778","2016","Auditor","Primary","","Wardsboro","","Doug Hoffer","Democratic","69"
"189779","2016","Auditor","Primary","","Warren","","Doug Hoffer","Democratic","203"
"189780","2016","Auditor","Primary","","Washington","","Doug Hoffer","Democratic","66"
"189781","2016","Auditor","Primary","","Waterbury","","Doug Hoffer","Democratic","779"
"189782","2016","Auditor","Primary","","Waterford","","Doug Hoffer","Democratic","51"
"189783","2016","Auditor","Primary","","Waterville","","Doug Hoffer","Democratic","48"
"189784","2016","Auditor","Primary","","Weathersfield","","Doug Hoffer","Democratic","278"
"189785","2016","Auditor","Primary","","Wells","","Doug Hoffer","Democratic","55"
"189786","2016","Auditor","Primary","","W. Fairlee","","Doug Hoffer","Democratic","34"
"189787","2016","Auditor","Primary","","W. Haven","","Doug Hoffer","Democratic","15"
"189788","2016","Auditor","Primary","","W. Rutland","","Doug Hoffer","Democratic","90"
"189789","2016","Auditor","Primary","","W. Windsor","","Doug Hoffer","Democratic","145"
"189790","2016","Auditor","Primary","","Westfield","","Doug Hoffer","Democratic","60"
"189791","2016","Auditor","Primary","","Westford","","Doug Hoffer","Democratic","173"
"189792","2016","Auditor","Primary","","Westminster","Windham 3","Doug Hoffer","Democratic","12"
"189793","2016","Auditor","Primary","","Westminster","Windham 4","Doug Hoffer","Democratic","368"
"189794","2016","Auditor","Primary","","Westmore","","Doug Hoffer","Democratic","26"
"189795","2016","Auditor","Primary","","Weston","","Doug Hoffer","Democratic","95"
"189796","2016","Auditor","Primary","","Weybridge","","Doug Hoffer","Democratic","148"
"189797","2016","Auditor","Primary","","Wheelock","","Doug Hoffer","Democratic","58"
"189798","2016","Auditor","Primary","","Whiting","","Doug Hoffer","Democratic","28"
"189799","2016","Auditor","Primary","","Whitingham","Windham 6","Doug Hoffer","Democratic","62"
"189800","2016","Auditor","Primary","","Whitingham","Windham-Bennington","Doug Hoffer","Democratic","3"
"189801","2016","Auditor","Primary","","Williamstown","","Doug Hoffer","Democratic","152"
"189802","2016","Auditor","Primary","","Williston","","Doug Hoffer","Democratic","974"
"189803","2016","Auditor","Primary","","Wilmington","","Doug Hoffer","Democratic","140"
"189804","2016","Auditor","Primary","","Windham","","Doug Hoffer","Democratic","68"
"189805","2016","Auditor","Primary","","Windsor","","Doug Hoffer","Democratic","406"
"189806","2016","Auditor","Primary","","Winhall","","Doug Hoffer","Democratic","78"
"189807","2016","Auditor","Primary","","Winooski","","Doug Hoffer","Democratic","669"
"189808","2016","Auditor","Primary","","Wolcott","","Doug Hoffer","Democratic","125"
"189809","2016","Auditor","Primary","","Woodbury","","Doug Hoffer","Democratic","115"
"189810","2016","Auditor","Primary","","Woodford","","Doug Hoffer","Democratic","21"
"189811","2016","Auditor","Primary","","Woodstock","","Doug Hoffer","Democratic","572"
"189812","2016","Auditor","Primary","","Worcester","","Doug Hoffer","Democratic","217"
"189813","2016","Auditor","Primary","","Addison","","Spoiled","Democratic",NA
"189814","2016","Auditor","Primary","","Albany","","Spoiled","Democratic",NA
"189815","2016","Auditor","Primary","","Alburgh","","Spoiled","Democratic",NA
"189816","2016","Auditor","Primary","","Andover","","Spoiled","Democratic",NA
"189817","2016","Auditor","Primary","","Arlington","","Spoiled","Democratic",NA
"189818","2016","Auditor","Primary","","Athens","","Spoiled","Democratic",NA
"189819","2016","Auditor","Primary","","Bakersfield","","Spoiled","Democratic",NA
"189820","2016","Auditor","Primary","","Baltimore","","Spoiled","Democratic",NA
"189821","2016","Auditor","Primary","","Barnard","","Spoiled","Democratic",NA
"189822","2016","Auditor","Primary","","Barnet","","Spoiled","Democratic",NA
"189823","2016","Auditor","Primary","","Barre City","","Spoiled","Democratic",NA
"189824","2016","Auditor","Primary","","Barre Town","","Spoiled","Democratic",NA
"189825","2016","Auditor","Primary","","Barton","","Spoiled","Democratic",NA
"189826","2016","Auditor","Primary","","Belvidere","","Spoiled","Democratic",NA
"189827","2016","Auditor","Primary","","Bennington","Bennington 2-1","Spoiled","Democratic",NA
"189828","2016","Auditor","Primary","","Bennington","Bennington 2-2","Spoiled","Democratic",NA
"189829","2016","Auditor","Primary","","Benson","","Spoiled","Democratic",NA
"189830","2016","Auditor","Primary","","Berkshire","","Spoiled","Democratic",NA
"189831","2016","Auditor","Primary","","Berlin","","Spoiled","Democratic",NA
"189832","2016","Auditor","Primary","","Bethel","","Spoiled","Democratic",NA
"189833","2016","Auditor","Primary","","Bloomfield","","Spoiled","Democratic",NA
"189834","2016","Auditor","Primary","","Bolton","","Spoiled","Democratic",NA
"189835","2016","Auditor","Primary","","Bradford","","Spoiled","Democratic",NA
"189836","2016","Auditor","Primary","","Braintree","","Spoiled","Democratic",NA
"189837","2016","Auditor","Primary","","Brandon","","Spoiled","Democratic",NA
"189838","2016","Auditor","Primary","","Brattleboro","Windham 2-1","Spoiled","Democratic",NA
"189839","2016","Auditor","Primary","","Brattleboro","Windham 2-2","Spoiled","Democratic",NA
"189840","2016","Auditor","Primary","","Brattleboro","Windham 2-3","Spoiled","Democratic",NA
"189841","2016","Auditor","Primary","","Bridgewater","","Spoiled","Democratic",NA
"189842","2016","Auditor","Primary","","Bridport","","Spoiled","Democratic",NA
"189843","2016","Auditor","Primary","","Brighton","","Spoiled","Democratic",NA
"189844","2016","Auditor","Primary","","Bristol","","Spoiled","Democratic",NA
"189845","2016","Auditor","Primary","","Brookfield","","Spoiled","Democratic",NA
"189846","2016","Auditor","Primary","","Brookline","","Spoiled","Democratic",NA
"189847","2016","Auditor","Primary","","Brownington","","Spoiled","Democratic",NA
"189848","2016","Auditor","Primary","","Brunswick","","Spoiled","Democratic",NA
"189849","2016","Auditor","Primary","","Burke","","Spoiled","Democratic",NA
"189850","2016","Auditor","Primary","","Burlington","Chittenden 6-1","Spoiled","Democratic",NA
"189851","2016","Auditor","Primary","","Burlington","Chittenden 6-2","Spoiled","Democratic",NA
"189852","2016","Auditor","Primary","","Burlington","Chittenden 6-3","Spoiled","Democratic",NA
"189853","2016","Auditor","Primary","","Burlington","Chittenden 6-4","Spoiled","Democratic",NA
"189854","2016","Auditor","Primary","","Burlington","Chittenden 6-5","Spoiled","Democratic",NA
"189855","2016","Auditor","Primary","","Burlington","Chittenden 6-6","Spoiled","Democratic",NA
"189856","2016","Auditor","Primary","","Burlington","Chittenden 6-7","Spoiled","Democratic",NA
"189857","2016","Auditor","Primary","","Cabot","","Spoiled","Democratic",NA
"189858","2016","Auditor","Primary","","Calais","","Spoiled","Democratic",NA
"189859","2016","Auditor","Primary","","Cambridge","","Spoiled","Democratic",NA
"189860","2016","Auditor","Primary","","Canaan","","Spoiled","Democratic",NA
"189861","2016","Auditor","Primary","","Castleton","","Spoiled","Democratic",NA
"189862","2016","Auditor","Primary","","Cavendish","","Spoiled","Democratic",NA
"189863","2016","Auditor","Primary","","Charleston","","Spoiled","Democratic",NA
"189864","2016","Auditor","Primary","","Charlotte","","Spoiled","Democratic",NA
"189865","2016","Auditor","Primary","","Chelsea","","Spoiled","Democratic",NA
"189866","2016","Auditor","Primary","","Chester","","Spoiled","Democratic",NA
"189867","2016","Auditor","Primary","","Chittenden","","Spoiled","Democratic",NA
"189868","2016","Auditor","Primary","","Clarendon","","Spoiled","Democratic",NA
"189869","2016","Auditor","Primary","","Colchester","Chittenden 9-1","Spoiled","Democratic",NA
"189870","2016","Auditor","Primary","","Colchester","Chittenden 9-2","Spoiled","Democratic",NA
"189871","2016","Auditor","Primary","","Concord","","Spoiled","Democratic",NA
"189872","2016","Auditor","Primary","","Corinth","","Spoiled","Democratic",NA
"189873","2016","Auditor","Primary","","Cornwall","","Spoiled","Democratic",NA
