"county","town","precinct","office","district","party","candidate","votes"
"Bennington","Stamford","Stamford","Auditor General","",,"Elizabeth M Ready",124
"Caledonia","Stannard","Stannard","Auditor General","",,"Elizabeth M Ready",55
"Addison","Starksboro","Starksboro","Auditor General","",,"Elizabeth M Ready",400
"Windsor","Stockbridge","Stockbridge","Auditor General","",,"Elizabeth M Ready",99
"Lamoille","Stowe","Stowe","Auditor General","",,"Elizabeth M Ready",806
"Orange","Strafford","Strafford","Auditor General","",,"Elizabeth M Ready",345
"Windham","Stratton","Stratton","Auditor General","",,"Elizabeth M Ready",20
"Rutland","Sudbury","Sudbury","Auditor General","",,"Elizabeth M Ready",95
"Bennington","Sunderland","Sunderland","Auditor General","",,"Elizabeth M Ready",156
"Caledonia","Sutton","Sutton","Auditor General","",,"Elizabeth M Ready",128
"Franklin","Swanton","Swanton","Auditor General","",,"Elizabeth M Ready",987
"Orange","Thetford","Thetford","Auditor General","",,"Elizabeth M Ready",689
"Rutland","Tinmouth","Tinmouth","Auditor General","",,"Elizabeth M Ready",116
"Orange","Topsham","Topsham","Auditor General","",,"Elizabeth M Ready",134
"Windham","Townshend","Townshend","Auditor General","",,"Elizabeth M Ready",264
"Orleans","Troy","Troy","Auditor General","",,"Elizabeth M Ready",186
"Orange","Tunbridge","Tunbridge","Auditor General","",,"Elizabeth M Ready",260
"Chittenden","Underhill","Underhill","Auditor General","",,"Elizabeth M Ready",863
"Addison","Vergennes","Vergennes","Auditor General","",,"Elizabeth M Ready",452
"Windham","Vernon","Vernon","Auditor General","",,"Elizabeth M Ready",300
"Orange","Vershire","Vershire","Auditor General","",,"Elizabeth M Ready",131
"Essex","Victory","Victory","Auditor General","",,"Elizabeth M Ready",16
"Washington","Waitsfield","Waitsfield","Auditor General","",,"Elizabeth M Ready",330
"Caledonia","Walden","Walden","Auditor General","",,"Elizabeth M Ready",185
"Rutland","Wallingford","Wallingford","Auditor General","",,"Elizabeth M Ready",415
"Addison","Waltham","Waltham","Auditor General","",,"Elizabeth M Ready",110
"Windham","Wardsboro","Wardsboro","Auditor General","",,"Elizabeth M Ready",125
"Washington","Warren","Warren","Auditor General","",,"Elizabeth M Ready",283
"Orange","Washington","Washington","Auditor General","",,"Elizabeth M Ready",170
"Washington","Waterbury","Waterbury","Auditor General","",,"Elizabeth M Ready",998
"Caledonia","Waterford","Waterford","Auditor General","",,"Elizabeth M Ready",152
"Lamoille","Waterville","Waterville","Auditor General","",,"Elizabeth M Ready",126
"Windsor","Weathersfield","Weathersfield","Auditor General","",,"Elizabeth M Ready",551
"Rutland","Wells","Wells","Auditor General","",,"Elizabeth M Ready",124
"Orange","West Fairlee","W. Fairlee","Auditor General","",,"Elizabeth M Ready",102
"Rutland","West Haven","W. Haven","Auditor General","",,"Elizabeth M Ready",37
"Rutland","West Rutland","W. Rutland","Auditor General","",,"Elizabeth M Ready",382
"Windsor","West Windsor","W. Windsor","Auditor General","",,"Elizabeth M Ready",224
"Orleans","Westfield","Westfield","Auditor General","",,"Elizabeth M Ready",96
"Chittenden","Westford","Westford","Auditor General","",,"Elizabeth M Ready",455
"Windham","Westminster","Windham Ward 4","Auditor General","",,"Elizabeth M Ready",35
"Windham","Westminster","Windham Ward 5","Auditor General","",,"Elizabeth M Ready",736
"Orleans","Westmore","Westmore","Auditor General","",,"Elizabeth M Ready",85
"Windsor","Weston","Weston","Auditor General","",,"Elizabeth M Ready",138
"Addison","Weybridge","Weybridge","Auditor General","",,"Elizabeth M Ready",200
"Caledonia","Wheelock","Wheelock","Auditor General","",,"Elizabeth M Ready",88
"Addison","Whiting","Whiting","Auditor General","",,"Elizabeth M Ready",83
"Windham","Whitingham","Whitingham","Auditor General","",,"Elizabeth M Ready",178
"Orange","Williamstown","Williamstown","Auditor General","",,"Elizabeth M Ready",460
"Chittenden","Williston","Williston","Auditor General","",,"Elizabeth M Ready",1771
"Windham","Wilmington","Wilmington","Auditor General","",,"Elizabeth M Ready",366
"Windham","Windham","Windham","Auditor General","",,"Elizabeth M Ready",69
"Windsor","Windsor","Windsor","Auditor General","",,"Elizabeth M Ready",652
"Bennington","Winhall","Winhall","Auditor General","",,"Elizabeth M Ready",114
"Chittenden","Winooski","Winooski","Auditor General","",,"Elizabeth M Ready",1060
"Lamoille","Wolcott","Wolcott","Auditor General","",,"Elizabeth M Ready",278
"Washington","Woodbury","Woodbury","Auditor General","",,"Elizabeth M Ready",174
"Bennington","Woodford","Woodford","Auditor General","",,"Elizabeth M Ready",86
"Windsor","Woodstock","Woodstock","Auditor General","",,"Elizabeth M Ready",702
"Washington","Worcester","Worcester","Auditor General","",,"Elizabeth M Ready",247
"Addison","Addison","Addison","Auditor General","","Republican","Bruce Hyde",349
"Orleans","Albany","Albany","Auditor General","","Republican","Bruce Hyde",152
"Grand Isle","Alburgh","Alburgh","Auditor General","","Republican","Bruce Hyde",244
"Windsor","Andover","Andover","Auditor General","","Republican","Bruce Hyde",119
"Bennington","Arlington","Arlington","Auditor General","","Republican","Bruce Hyde",412
"Windham","Athens","Athens","Auditor General","","Republican","Bruce Hyde",36
"Franklin","Bakersfield","Bakersfield","Auditor General","","Republican","Bruce Hyde",148
"Windsor","Baltimore","Baltimore","Auditor General","","Republican","Bruce Hyde",39
"Windsor","Barnard","Barnard","Auditor General","","Republican","Bruce Hyde",182
"Caledonia","Barnet","Barnet","Auditor General","","Republican","Bruce Hyde",334
"Washington","Barre City","Washington 3-1","Auditor General","","Republican","Bruce Hyde",744
"Washington","Barre City","Washington 3-2","Auditor General","","Republican","Bruce Hyde",542
"Washington","Barre City","Washington 3-3","Auditor General","","Republican","Bruce Hyde",98
"Washington","Barre Town","Barre Town","Auditor General","","Republican","Bruce Hyde",1727
"Orleans","Barton","Barton Memorial","Auditor General","","Republican","Bruce Hyde",303
"Orleans","Barton","Orleans Memorial","Auditor General","","Republican","Bruce Hyde",158
"Lamoille","Belvidere","Belvidere","Auditor General","","Republican","Bruce Hyde",45
"Bennington","Bennington","Bennington 2-1","Auditor General","","Republican","Bruce Hyde",649
"Bennington","Bennington","Bennington 2-1 Nb","Auditor General","","Republican","Bruce Hyde",91
"Bennington","Bennington","Bennington 2-2","Auditor General","","Republican","Bruce Hyde",783
"Bennington","Bennington","Bennington 5","Auditor General","","Republican","Bruce Hyde",23
"Rutland","Benson","Benson","Auditor General","","Republican","Bruce Hyde",140
"Franklin","Berkshire","Berkshire","Auditor General","","Republican","Bruce Hyde",179
"Washington","Berlin","Berlin","Auditor General","","Republican","Bruce Hyde",492
"Windsor","Bethel","Bethel","Auditor General","","Republican","Bruce Hyde",287
"Essex","Bloomfield","Bloomfield","Auditor General","","Republican","Bruce Hyde",25
"Chittenden","Bolton","Bolton","Auditor General","","Republican","Bruce Hyde",157
"Orange","Bradford","Bradford","Auditor General","","Republican","Bruce Hyde",447
"Orange","Braintree","Braintree","Auditor General","","Republican","Bruce Hyde",218
"Rutland","Brandon","Brandon","Auditor General","","Republican","Bruce Hyde",665
"Windham","Brattleboro","Windham 3-1","Auditor General","","Republican","Bruce Hyde",489
"Windham","Brattleboro","Windham 3-2","Auditor General","","Republican","Bruce Hyde",229
"Windham","Brattleboro","Windham 3-3","Auditor General","","Republican","Bruce Hyde",261
"Windsor","Bridgewater","Bridgewater","Auditor General","","Republican","Bruce Hyde",140
"Addison","Bridport","Bridport","Auditor General","","Republican","Bruce Hyde",314
"Essex","Brighton","Brighton","Auditor General","","Republican","Bruce Hyde",206
"Addison","Bristol","Bristol","Auditor General","","Republican","Bruce Hyde",659
"Orange","Brookfield","Brookfield","Auditor General","","Republican","Bruce Hyde",271
"Windham","Brookline","Brookline","Auditor General","","Republican","Bruce Hyde",89
"Orleans","Brownington","Brownington","Auditor General","","Republican","Bruce Hyde",128
"Essex","Brunswick","Brunswick","Auditor General","","Republican","Bruce Hyde",9
"Caledonia","Burke","Burke","Auditor General","","Republican","Bruce Hyde",259
"Chittenden","Burlington","Chittenden 3-1 Ward 4","Auditor General","","Republican","Bruce Hyde",739
"Chittenden","Burlington","Chittenden 3-1 Ward 7","Auditor General","","Republican","Bruce Hyde",332
"Chittenden","Burlington","Chittenden 3-2 Ward 2","Auditor General","","Republican","Bruce Hyde",25
"Chittenden","Burlington","Chittenden 3-2 Ward 3","Auditor General","","Republican","Bruce Hyde",22
"Chittenden","Burlington","Chittenden 3-2 Ward 4","Auditor General","","Republican","Bruce Hyde",149
"Chittenden","Burlington","Chittenden 3-2 Ward 7","Auditor General","","Republican","Bruce Hyde",369
"Chittenden","Burlington","Chittenden 3-3 Ward 2","Auditor General","","Republican","Bruce Hyde",71
"Chittenden","Burlington","Chittenden 3-3 Ward 3 1","Auditor General","","Republican","Bruce Hyde",215
"Chittenden","Burlington","Chittenden 3-3 Ward 5","Auditor General","","Republican","Bruce Hyde",20
"Chittenden","Burlington","Chittenden 3-3 Ward 6","Auditor General","","Republican","Bruce Hyde",19
"Chittenden","Burlington","Chittenden 3-3 Ward 7","Auditor General","","Republican","Bruce Hyde",21
"Chittenden","Burlington","Chittenden 3-4 Ward 1","Auditor General","","Republican","Bruce Hyde",234
"Chittenden","Burlington","Chittenden 3-4 Ward 2","Auditor General","","Republican","Bruce Hyde",81
"Chittenden","Burlington","Chittenden 3-4 Ward 6","Auditor General","","Republican","Bruce Hyde",47
"Chittenden","Burlington","Chittenden 3-5 Ward 5","Auditor General","","Republican","Bruce Hyde",572
