"county","town","precinct","office","district","party","candidate","votes"
"Chittenden","Hinesburg","Chittenden 1-2","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Orleans","Holland","Holland","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Rutland","Hubbardton","Hubbardton","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Chittenden","Huntington","Huntington","U.S. Senate","","U.S. Marijuana","Cris Ericson",17
"Lamoille","Hyde Park","Hyde Park","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Rutland","Ira","Rutland 1-1","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Rutland","Ira","Rutland 1-2","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Orleans","Irasburg","Irasburg","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Grand Isle","Isle La Motte","Isle La Motte","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Windham","Jamaica","Jamaica","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Orleans","Jay","Jay","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Chittenden","Jericho","Jericho","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Lamoille","Johnson","Johnson","U.S. Senate","","U.S. Marijuana","Cris Ericson",13
"Rutland","Killington","Killington","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Caledonia","Kirby","Kirby","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Bennington","Landgrove","Landgrove","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Addison","Leicester","Leicester","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Essex","Lemington","Lemington","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Addison","Lincoln","Lincoln","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Windham","Londonderry","Londonderry","U.S. Senate","","U.S. Marijuana","Cris Ericson",16
"Orleans","Lowell","Lowell","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Windsor","Ludlow","Ludlow","U.S. Senate","","U.S. Marijuana","Cris Ericson",26
"Essex","Lunenburg","Lunenburg","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Caledonia","Lyndon","Lyndon","U.S. Senate","","U.S. Marijuana","Cris Ericson",16
"Essex","Maidstone","Maidstone","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Bennington","Manchester","Manchester","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Windham","Marlboro","Marlboro","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Washington","Marshfield","Marshfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Rutland","Mendon","Mendon","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Addison","Middlebury","Middlebury","U.S. Senate","","U.S. Marijuana","Cris Ericson",25
"Washington","Middlesex","Middlesex","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Rutland","Middletown Springs","Middletown Springs","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Chittenden","Milton","Chittenden 9","U.S. Senate","","U.S. Marijuana","Cris Ericson",31
"Chittenden","Milton","Grand Isle-Chittenden 1-1","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Addison","Monkton","Monkton","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Franklin","Montgomery","Montgomery","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Washington","Montpelier","Montpelier","U.S. Senate","","U.S. Marijuana","Cris Ericson",35
"Washington","Moretown","Moretown","U.S. Senate","","U.S. Marijuana","Cris Ericson",21
"Orleans","Morgan","Morgan","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Lamoille","Morristown","Morristown","U.S. Senate","","U.S. Marijuana","Cris Ericson",28
"Rutland","Mount Holly","Mount Holly","U.S. Senate","","U.S. Marijuana","Cris Ericson",12
"Rutland","Mount Tabor","Mount Tabor","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Addison","New Haven","New Haven","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Caledonia","Newark","Newark","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Orange","Newbury","Newbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Windham","Newfane","Newfane","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Orleans","Newport City","Newport City","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Orleans","Newport Town","Newport Town","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Grand Isle","North Hero","N. Hero","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Washington","Northfield","Northfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",22
"Essex","Norton","Norton","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Windsor","Norwich","Norwich","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Orange","Orange","Orange","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Addison","Orwell","Orwell","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Addison","Panton","Panton","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Rutland","Pawlet","Pawlet","U.S. Senate","","U.S. Marijuana","Cris Ericson",13
"Caledonia","Peacham","Peacham","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Bennington","Peru","Peru","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Rutland","Pittsfield","Pittsfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Rutland","Pittsford","Pittsford","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Washington","Plainfield","Plainfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Windsor","Plymouth","Plymouth","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Windsor","Pomfret","Pomfret","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Rutland","Poultney","Poultney","U.S. Senate","","U.S. Marijuana","Cris Ericson",13
"Bennington","Pownal","Pownal","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Rutland","Proctor","Proctor","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Windham","Putney","Putney","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Orange","Randolph","Randolph","U.S. Senate","","U.S. Marijuana","Cris Ericson",22
"Windsor","Reading","Reading","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Bennington","Readsboro","Readsboro","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Franklin","Richford","Richford","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Chittenden","Richmond","Richmond","U.S. Senate","","U.S. Marijuana","Cris Ericson",19
"Addison","Ripton","Ripton","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Windsor","Rochester","Rochester","U.S. Senate","","U.S. Marijuana","Cris Ericson",13
"Windham","Rockingham","Rockingham","U.S. Senate","","U.S. Marijuana","Cris Ericson",34
"Washington","Roxbury","Roxbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Windsor","Royalton","Royalton","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Bennington","Rupert","Bennington 5","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Bennington","Rupert","Rutland 8","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Rutland","Rutland City","Rutland 5-1","U.S. Senate","","U.S. Marijuana","Cris Ericson",13
"Rutland","Rutland City","Rutland 5-2","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Rutland","Rutland City","Rutland 5-3","U.S. Senate","","U.S. Marijuana","Cris Ericson",18
"Rutland","Rutland City","Rutland 5-4","U.S. Senate","","U.S. Marijuana","Cris Ericson",25
"Rutland","Rutland Town","Rutland Town","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Caledonia","Ryegate","Ryegate","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Addison","Salisbury","Salisbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Bennington","Sandgate","Sandgate","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Bennington","Searsburg","Searsburg","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Bennington","Shaftsbury","Shaftsbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",30
"Windsor","Sharon","Sharon","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Caledonia","Sheffield","Sheffield","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Chittenden","Shelburne","Chittenden 5-1","U.S. Senate","","U.S. Marijuana","Cris Ericson",18
"Chittenden","Shelburne","Chittenden 5-2","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Franklin","Sheldon","Sheldon","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Addison","Shoreham","Shoreham","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Rutland","Shrewsbury","Shrewsbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Chittenden","South Burlington","Chittenden 3-10","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Chittenden","South Burlington","Chittenden 3-7","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Chittenden","South Burlington","Chittenden 3-8","U.S. Senate","","U.S. Marijuana","Cris Ericson",17
"Chittenden","South Burlington","Chittenden 3-9","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Grand Isle","South Hero","S. Hero","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Windsor","Springfield","Windsor 1-1","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Windsor","Springfield","Windsor 1-2","U.S. Senate","","U.S. Marijuana","Cris Ericson",59
,"Saint  Albans City","St. Albans City","U.S. Senate","","U.S. Marijuana","Cris Ericson",17
,"Saint  Albans Town","St. Albans Town","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
,"Saint  George","St. George","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
,"Saint  Johnsbury","St. Johnsbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",26
"Bennington","Stamford","Stamford","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Caledonia","Stannard","Stannard","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Addison","Starksboro","Starksboro","U.S. Senate","","U.S. Marijuana","Cris Ericson",12
"Windsor","Stockbridge","Stockbridge","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Lamoille","Stowe","Stowe","U.S. Senate","","U.S. Marijuana","Cris Ericson",24
"Orange","Strafford","Strafford","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Windham","Stratton","Stratton","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Rutland","Sudbury","Sudbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Bennington","Sunderland","Sunderland","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Caledonia","Sutton","Sutton","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Franklin","Swanton","Swanton","U.S. Senate","","U.S. Marijuana","Cris Ericson",16
"Orange","Thetford","Thetford","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Rutland","Tinmouth","Tinmouth","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Orange","Topsham","Topsham","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Windham","Townshend","Townshend","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Orleans","Troy","Troy","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Orange","Tunbridge","Tunbridge","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Chittenden","Underhill","Underhill","U.S. Senate","","U.S. Marijuana","Cris Ericson",12
"Addison","Vergennes","Vergennes","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Windham","Vernon","Vernon","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Orange","Vershire","Vershire","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Essex","Victory","Victory","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Washington","Waitsfield","Waitsfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Caledonia","Walden","Walden","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Rutland","Wallingford","Wallingford","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Addison","Waltham","Waltham","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Windham","Wardsboro","Wardsboro","U.S. Senate","","U.S. Marijuana","Cris Ericson",8
"Washington","Warren","Warren","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Orange","Washington","Washington","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Washington","Waterbury","Waterbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",18
"Caledonia","Waterford","Waterford","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Lamoille","Waterville","Waterville","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Windsor","Weathersfield","Weathersfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",16
"Rutland","Wells","Wells","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Orange","West Fairlee","W. Fairlee","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Rutland","West Haven","W. Haven","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Rutland","West Rutland","W. Rutland","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Windsor","West Windsor","W. Windsor","U.S. Senate","","U.S. Marijuana","Cris Ericson",9
"Orleans","Westfield","Westfield","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Chittenden","Westford","Westford","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Windham","Westminster","Windham 4","U.S. Senate","","U.S. Marijuana","Cris Ericson",0
"Windham","Westminster","Windham 5","U.S. Senate","","U.S. Marijuana","Cris Ericson",15
"Orleans","Westmore","Westmore","U.S. Senate","","U.S. Marijuana","Cris Ericson",4
"Windsor","Weston","Weston","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Addison","Weybridge","Weybridge","U.S. Senate","","U.S. Marijuana","Cris Ericson",2
"Caledonia","Wheelock","Wheelock","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Addison","Whiting","Whiting","U.S. Senate","","U.S. Marijuana","Cris Ericson",1
"Windham","Whitingham","Whitingham","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Orange","Williamstown","Williamstown","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Chittenden","Williston","Williston","U.S. Senate","","U.S. Marijuana","Cris Ericson",25
"Windham","Wilmington","Wilmington","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Windham","Windham","Windham","U.S. Senate","","U.S. Marijuana","Cris Ericson",3
"Windsor","Windsor","Windsor","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Bennington","Winhall","Winhall","U.S. Senate","","U.S. Marijuana","Cris Ericson",11
"Chittenden","Winooski","Winooski","U.S. Senate","","U.S. Marijuana","Cris Ericson",30
"Lamoille","Wolcott","Wolcott","U.S. Senate","","U.S. Marijuana","Cris Ericson",10
"Washington","Woodbury","Woodbury","U.S. Senate","","U.S. Marijuana","Cris Ericson",5
"Bennington","Woodford","Woodford","U.S. Senate","","U.S. Marijuana","Cris Ericson",6
"Windsor","Woodstock","Woodstock","U.S. Senate","","U.S. Marijuana","Cris Ericson",14
"Washington","Worcester","Worcester","U.S. Senate","","U.S. Marijuana","Cris Ericson",7
"Addison","Addison","Addison","U.S. Senate","",,"Stephen J Cain",2
"Orleans","Albany","Albany","U.S. Senate","",,"Stephen J Cain",1
"Grand Isle","Alburgh","Alburgh","U.S. Senate","",,"Stephen J Cain",12
"Windsor","Andover","Andover","U.S. Senate","",,"Stephen J Cain",1
"Bennington","Arlington","Arlington","U.S. Senate","",,"Stephen J Cain",13
"Windham","Athens","Athens","U.S. Senate","",,"Stephen J Cain",2
"Franklin","Bakersfield","Bakersfield","U.S. Senate","",,"Stephen J Cain",11
"Windsor","Baltimore","Baltimore","U.S. Senate","",,"Stephen J Cain",1
"Windsor","Barnard","Barnard","U.S. Senate","",,"Stephen J Cain",2
"Caledonia","Barnet","Barnet","U.S. Senate","",,"Stephen J Cain",9
"Washington","Barre City","Washington 3-1","U.S. Senate","",,"Stephen J Cain",14
"Washington","Barre City","Washington 3-2","U.S. Senate","",,"Stephen J Cain",13
"Washington","Barre City","Washington 3-3","U.S. Senate","",,"Stephen J Cain",3
"Washington","Barre Town","Barre Town","U.S. Senate","",,"Stephen J Cain",28
"Orleans","Barton","Barton","U.S. Senate","",,"Stephen J Cain",10
"Lamoille","Belvidere","Belvidere","U.S. Senate","",,"Stephen J Cain",0
"Bennington","Bennington","Bennington 2-1","U.S. Senate","",,"Stephen J Cain",38
"Bennington","Bennington","Bennington 2-2","U.S. Senate","",,"Stephen J Cain",28
"Rutland","Benson","Benson","U.S. Senate","",,"Stephen J Cain",9
"Franklin","Berkshire","Berkshire","U.S. Senate","",,"Stephen J Cain",19
"Washington","Berlin","Berlin","U.S. Senate","",,"Stephen J Cain",10
"Windsor","Bethel","Bethel","U.S. Senate","",,"Stephen J Cain",3
"Essex","Bloomfield","Bloomfield","U.S. Senate","",,"Stephen J Cain",0
"Chittenden","Bolton","Bolton","U.S. Senate","",,"Stephen J Cain",2
"Orange","Bradford","Bradford","U.S. Senate","",,"Stephen J Cain",12
"Orange","Braintree","Braintree","U.S. Senate","",,"Stephen J Cain",7
"Rutland","Brandon","Brandon","U.S. Senate","",,"Stephen J Cain",8
"Windham","Brattleboro","Windham 3-1","U.S. Senate","",,"Stephen J Cain",10
"Windham","Brattleboro","Windham 3-2","U.S. Senate","",,"Stephen J Cain",10
"Windham","Brattleboro","Windham 3-3","U.S. Senate","",,"Stephen J Cain",5
"Windsor","Bridgewater","Bridgewater","U.S. Senate","",,"Stephen J Cain",2
"Addison","Bridport","Bridport","U.S. Senate","",,"Stephen J Cain",3
"Essex","Brighton","Brighton","U.S. Senate","",,"Stephen J Cain",7
"Addison","Bristol","Bristol","U.S. Senate","",,"Stephen J Cain",11
"Orange","Brookfield","Brookfield","U.S. Senate","",,"Stephen J Cain",2
"Windham","Brookline","Brookline","U.S. Senate","",,"Stephen J Cain",2
"Orleans","Brownington","Brownington","U.S. Senate","",,"Stephen J Cain",3
"Essex","Brunswick","Brunswick","U.S. Senate","",,"Stephen J Cain",1
"Caledonia","Burke","Burke","U.S. Senate","",,"Stephen J Cain",4
"Chittenden","Burlington","Chittenden 3-1","U.S. Senate","",,"Stephen J Cain",37
"Chittenden","Burlington","Chittenden 3-2","U.S. Senate","",,"Stephen J Cain",16
"Chittenden","Burlington","Chittenden 3-3","U.S. Senate","",,"Stephen J Cain",25
"Chittenden","Burlington","Chittenden 3-4","U.S. Senate","",,"Stephen J Cain",23
"Chittenden","Burlington","Chittenden 3-5","U.S. Senate","",,"Stephen J Cain",28
"Chittenden","Burlington","Chittenden 3-6","U.S. Senate","",,"Stephen J Cain",3
"Washington","Cabot","Cabot","U.S. Senate","",,"Stephen J Cain",6
"Washington","Calais","Calais","U.S. Senate","",,"Stephen J Cain",4
"Lamoille","Cambridge","Cambridge","U.S. Senate","",,"Stephen J Cain",13
"Essex","Canaan","Canaan","U.S. Senate","",,"Stephen J Cain",3
"Rutland","Castleton","Castleton","U.S. Senate","",,"Stephen J Cain",13
"Windsor","Cavendish","Cavendish","U.S. Senate","",,"Stephen J Cain",11
"Orleans","Charleston","Charleston","U.S. Senate","",,"Stephen J Cain",4
"Chittenden","Charlotte","Charlotte","U.S. Senate","",,"Stephen J Cain",16
"Orange","Chelsea","Chelsea","U.S. Senate","",,"Stephen J Cain",4
"Windsor","Chester","Chester","U.S. Senate","",,"Stephen J Cain",11
"Rutland","Chittenden","Chittenden","U.S. Senate","",,"Stephen J Cain",7
"Rutland","Clarendon","Clarendon","U.S. Senate","",,"Stephen J Cain",9
"Chittenden","Colchester","Chittenden 7-1","U.S. Senate","",,"Stephen J Cain",18
"Chittenden","Colchester","Chittenden 7-2","U.S. Senate","",,"Stephen J Cain",52
"Essex","Concord","Concord","U.S. Senate","",,"Stephen J Cain",7
"Orange","Corinth","Corinth","U.S. Senate","",,"Stephen J Cain",3
"Addison","Cornwall","Cornwall","U.S. Senate","",,"Stephen J Cain",0
"Orleans","Coventry","Coventry","U.S. Senate","",,"Stephen J Cain",8
"Orleans","Craftsbury","Craftsbury","U.S. Senate","",,"Stephen J Cain",4
"Rutland","Danby","Danby","U.S. Senate","",,"Stephen J Cain",5
"Caledonia","Danville","Danville","U.S. Senate","",,"Stephen J Cain",12
"Orleans","Derby","Derby","U.S. Senate","",,"Stephen J Cain",16
"Bennington","Dorset","Dorset","U.S. Senate","",,"Stephen J Cain",7
"Windham","Dover","Dover","U.S. Senate","",,"Stephen J Cain",2
"Windham","Dummerston","Dummerston","U.S. Senate","",,"Stephen J Cain",8
"Washington","Duxbury","Duxbury","U.S. Senate","",,"Stephen J Cain",9
"Essex","East Haven","E. Haven","U.S. Senate","",,"Stephen J Cain",4
"Washington","East Montpelier","E. Montpelier","U.S. Senate","",,"Stephen J Cain",4
"Lamoille","Eden","Eden","U.S. Senate","",,"Stephen J Cain",2
"Lamoille","Elmore","Elmore","U.S. Senate","",,"Stephen J Cain",4
"Franklin","Enosburgh","Enosburgh","U.S. Senate","",,"Stephen J Cain",3
"Chittenden","Essex","Chittenden 6-1","U.S. Senate","",,"Stephen J Cain",26
"Chittenden","Essex","Chittenden 6-2","U.S. Senate","",,"Stephen J Cain",33
"Chittenden","Essex","Chittenden 6-3","U.S. Senate","",,"Stephen J Cain",5
"Rutland","Fair Haven","Fair Haven","U.S. Senate","",,"Stephen J Cain",8
"Franklin","Fairfax","Fairfax","U.S. Senate","",,"Stephen J Cain",19
"Franklin","Fairfield","Fairfield","U.S. Senate","",,"Stephen J Cain",4
"Orange","Fairlee","Fairlee","U.S. Senate","",,"Stephen J Cain",4
"Washington","Fayston","Fayston","U.S. Senate","",,"Stephen J Cain",7
"Addison","Ferrisburgh","Ferrisburgh","U.S. Senate","",,"Stephen J Cain",7
"Franklin","Fletcher","Fletcher","U.S. Senate","",,"Stephen J Cain",9
"Franklin","Franklin","Franklin","U.S. Senate","",,"Stephen J Cain",2
"Franklin","Georgia","Georgia","U.S. Senate","",,"Stephen J Cain",12
"Orleans","Glover","Glover","U.S. Senate","",,"Stephen J Cain",3
"Addison","Goshen","Goshen","U.S. Senate","",,"Stephen J Cain",1
"Windham","Grafton","Grafton","U.S. Senate","",,"Stephen J Cain",6
"Essex","Granby","Granby","U.S. Senate","",,"Stephen J Cain",0
"Grand Isle","Grand Isle","Grand Isle","U.S. Senate","",,"Stephen J Cain",11
"Addison","Granville","Granville","U.S. Senate","",,"Stephen J Cain",1
"Orleans","Greensboro","Greensboro","U.S. Senate","",,"Stephen J Cain",0
"Caledonia","Groton","Groton","U.S. Senate","",,"Stephen J Cain",4
"Essex","Guildhall","Guildhall","U.S. Senate","",,"Stephen J Cain",6
"Windham","Guilford","Guilford","U.S. Senate","",,"Stephen J Cain",1
"Windham","Halifax","Halifax","U.S. Senate","",,"Stephen J Cain",1
"Addison","Hancock","Hancock","U.S. Senate","",,"Stephen J Cain",3
"Caledonia","Hardwick","Hardwick","U.S. Senate","",,"Stephen J Cain",12
"Windsor","Hartford","Windsor 6-1","U.S. Senate","",,"Stephen J Cain",8
"Windsor","Hartford","Windsor 6-2","U.S. Senate","",,"Stephen J Cain",19
"Windsor","Hartland","Hartland","U.S. Senate","",,"Stephen J Cain",15
"Franklin","Highgate","Highgate","U.S. Senate","",,"Stephen J Cain",8
"Chittenden","Hinesburg","Chittenden 1-1","U.S. Senate","",,"Stephen J Cain",13
"Chittenden","Hinesburg","Chittenden 1-2","U.S. Senate","",,"Stephen J Cain",1
"Orleans","Holland","Holland","U.S. Senate","",,"Stephen J Cain",4
"Rutland","Hubbardton","Hubbardton","U.S. Senate","",,"Stephen J Cain",4
"Chittenden","Huntington","Huntington","U.S. Senate","",,"Stephen J Cain",10
"Lamoille","Hyde Park","Hyde Park","U.S. Senate","",,"Stephen J Cain",13
"Rutland","Ira","Rutland 1-1","U.S. Senate","",,"Stephen J Cain",0
"Rutland","Ira","Rutland 1-2","U.S. Senate","",,"Stephen J Cain",1
"Orleans","Irasburg","Irasburg","U.S. Senate","",,"Stephen J Cain",6
"Grand Isle","Isle La Motte","Isle La Motte","U.S. Senate","",,"Stephen J Cain",1
"Windham","Jamaica","Jamaica","U.S. Senate","",,"Stephen J Cain",9
"Orleans","Jay","Jay","U.S. Senate","",,"Stephen J Cain",1
"Chittenden","Jericho","Jericho","U.S. Senate","",,"Stephen J Cain",21
"Lamoille","Johnson","Johnson","U.S. Senate","",,"Stephen J Cain",13
"Rutland","Killington","Killington","U.S. Senate","",,"Stephen J Cain",4
"Caledonia","Kirby","Kirby","U.S. Senate","",,"Stephen J Cain",1
"Bennington","Landgrove","Landgrove","U.S. Senate","",,"Stephen J Cain",0
"Addison","Leicester","Leicester","U.S. Senate","",,"Stephen J Cain",4
"Essex","Lemington","Lemington","U.S. Senate","",,"Stephen J Cain",0
"Addison","Lincoln","Lincoln","U.S. Senate","",,"Stephen J Cain",4
"Windham","Londonderry","Londonderry","U.S. Senate","",,"Stephen J Cain",7
"Orleans","Lowell","Lowell","U.S. Senate","",,"Stephen J Cain",1
"Windsor","Ludlow","Ludlow","U.S. Senate","",,"Stephen J Cain",9
"Essex","Lunenburg","Lunenburg","U.S. Senate","",,"Stephen J Cain",7
"Caledonia","Lyndon","Lyndon","U.S. Senate","",,"Stephen J Cain",23
"Essex","Maidstone","Maidstone","U.S. Senate","",,"Stephen J Cain",1
"Bennington","Manchester","Manchester","U.S. Senate","",,"Stephen J Cain",16
"Windham","Marlboro","Marlboro","U.S. Senate","",,"Stephen J Cain",2
"Washington","Marshfield","Marshfield","U.S. Senate","",,"Stephen J Cain",4
"Rutland","Mendon","Mendon","U.S. Senate","",,"Stephen J Cain",6
"Addison","Middlebury","Middlebury","U.S. Senate","",,"Stephen J Cain",16
"Washington","Middlesex","Middlesex","U.S. Senate","",,"Stephen J Cain",9
"Rutland","Middletown Springs","Middletown Springs","U.S. Senate","",,"Stephen J Cain",4
"Chittenden","Milton","Chittenden 9","U.S. Senate","",,"Stephen J Cain",41
"Chittenden","Milton","Grand Isle-Chittenden 1-1","U.S. Senate","",,"Stephen J Cain",11
"Addison","Monkton","Monkton","U.S. Senate","",,"Stephen J Cain",6
"Franklin","Montgomery","Montgomery","U.S. Senate","",,"Stephen J Cain",4
"Washington","Montpelier","Montpelier","U.S. Senate","",,"Stephen J Cain",20
"Washington","Moretown","Moretown","U.S. Senate","",,"Stephen J Cain",6
"Orleans","Morgan","Morgan","U.S. Senate","",,"Stephen J Cain",2
"Lamoille","Morristown","Morristown","U.S. Senate","",,"Stephen J Cain",18
"Rutland","Mount Holly","Mount Holly","U.S. Senate","",,"Stephen J Cain",8
"Rutland","Mount Tabor","Mount Tabor","U.S. Senate","",,"Stephen J Cain",0
"Addison","New Haven","New Haven","U.S. Senate","",,"Stephen J Cain",6
"Caledonia","Newark","Newark","U.S. Senate","",,"Stephen J Cain",2
"Orange","Newbury","Newbury","U.S. Senate","",,"Stephen J Cain",9
"Windham","Newfane","Newfane","U.S. Senate","",,"Stephen J Cain",5
"Orleans","Newport City","Newport City","U.S. Senate","",,"Stephen J Cain",16
"Orleans","Newport Town","Newport Town","U.S. Senate","",,"Stephen J Cain",7
"Grand Isle","North Hero","N. Hero","U.S. Senate","",,"Stephen J Cain",2
"Washington","Northfield","Northfield","U.S. Senate","",,"Stephen J Cain",15
"Essex","Norton","Norton","U.S. Senate","",,"Stephen J Cain",1
"Windsor","Norwich","Norwich","U.S. Senate","",,"Stephen J Cain",8
